image_id,article_slug,category,pin_variant,pin_type,pin_id,source_signature,article_title,required_visual_element,exact_prompt,priority
manual-b06-001-low-maintenance-evergreen-front-yard-ideas-c,low-maintenance-evergreen-front-yard-ideas,Low Maintenance Front Yard Landscaping,C,C,low-maintenance-evergreen-front-yard-ideas-c,manual-batch-06:low-maintenance-evergreen-front-yard-ideas-c,Low Maintenance Evergreen Front Yard Ideas,a clearly visible front yard landscape and USA home exterior matching the article title,"Create one realistic professional photography image for the exact article title: ""Low Maintenance Evergreen Front Yard Ideas"". Article slug: low-maintenance-evergreen-front-yard-ideas. Category: Low Maintenance Front Yard Landscaping. Pin type C. Pin variant C: three-quarter entry-angle view from the walkway or driveway edge, with depth through the USA suburban front yard and a fresh composition distinct from hero and detail views. Required visual element: a clearly visible front yard landscape and USA home exterior matching the article title. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, natural morning side light, real plant scale, crisp mulch texture, clean editorial depth. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for low-maintenance-evergreen-front-yard-ideas-c only, with source_signature manual-batch-06:low-maintenance-evergreen-front-yard-ideas-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",1
manual-b06-002-low-maintenance-front-yard-drip-irrigation-ideas-c,low-maintenance-front-yard-drip-irrigation-ideas,Low Maintenance Front Yard Landscaping,C,C,low-maintenance-front-yard-drip-irrigation-ideas-c,manual-batch-06:low-maintenance-front-yard-drip-irrigation-ideas-c,Low Maintenance Front Yard Drip Irrigation Ideas,a clearly visible front yard landscape and USA home exterior matching the article title,"Create one realistic professional photography image for the exact article title: ""Low Maintenance Front Yard Drip Irrigation Ideas"". Article slug: low-maintenance-front-yard-drip-irrigation-ideas. Category: Low Maintenance Front Yard Landscaping. Pin type C. Pin variant C: three-quarter entry-angle view from the walkway or driveway edge, with depth through the USA suburban front yard and a fresh composition distinct from hero and detail views. Required visual element: a clearly visible front yard landscape and USA home exterior matching the article title. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, soft bright overcast daylight, realistic stone and soil texture, practical curb appeal. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for low-maintenance-front-yard-drip-irrigation-ideas-c only, with source_signature manual-batch-06:low-maintenance-front-yard-drip-irrigation-ideas-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",2
manual-b06-003-low-maintenance-front-yard-evergreen-border-ideas-c,low-maintenance-front-yard-evergreen-border-ideas,Low Maintenance Front Yard Landscaping,C,C,low-maintenance-front-yard-evergreen-border-ideas-c,manual-batch-06:low-maintenance-front-yard-evergreen-border-ideas-c,Low Maintenance Front Yard Evergreen Border Ideas,a clearly visible front yard landscape and USA home exterior matching the article title,"Create one realistic professional photography image for the exact article title: ""Low Maintenance Front Yard Evergreen Border Ideas"". Article slug: low-maintenance-front-yard-evergreen-border-ideas. Category: Low Maintenance Front Yard Landscaping. Pin type C. Pin variant C: three-quarter entry-angle view from the walkway or driveway edge, with depth through the USA suburban front yard and a fresh composition distinct from hero and detail views. Required visual element: a clearly visible front yard landscape and USA home exterior matching the article title. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, street-level DSLR framing, layered shrubs, clean walkway movement, believable suburban setting. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for low-maintenance-front-yard-evergreen-border-ideas-c only, with source_signature manual-batch-06:low-maintenance-front-yard-evergreen-border-ideas-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",3
manual-b06-004-low-maintenance-front-yard-for-busy-homeowners-c,low-maintenance-front-yard-for-busy-homeowners,Low Maintenance Front Yard Landscaping,C,C,low-maintenance-front-yard-for-busy-homeowners-c,manual-batch-06:low-maintenance-front-yard-for-busy-homeowners-c,Low Maintenance Front Yard Ideas for Busy Homeowners,a clearly visible front yard landscape and USA home exterior matching the article title,"Create one realistic professional photography image for the exact article title: ""Low Maintenance Front Yard Ideas for Busy Homeowners"". Article slug: low-maintenance-front-yard-for-busy-homeowners. Category: Low Maintenance Front Yard Landscaping. Pin type C. Pin variant C: three-quarter entry-angle view from the walkway or driveway edge, with depth through the USA suburban front yard and a fresh composition distinct from hero and detail views. Required visual element: a clearly visible front yard landscape and USA home exterior matching the article title. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, front-corner composition, strong foreground landscaping, visible facade context, natural color. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for low-maintenance-front-yard-for-busy-homeowners-c only, with source_signature manual-batch-06:low-maintenance-front-yard-for-busy-homeowners-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",4
manual-b06-005-low-maintenance-front-yard-for-cold-climates-c,low-maintenance-front-yard-for-cold-climates,Low Maintenance Front Yard Landscaping,C,C,low-maintenance-front-yard-for-cold-climates-c,manual-batch-06:low-maintenance-front-yard-for-cold-climates-c,Low Maintenance Front Yard Ideas for Cold Climates,a clearly visible front yard landscape and USA home exterior matching the article title,"Create one realistic professional photography image for the exact article title: ""Low Maintenance Front Yard Ideas for Cold Climates"". Article slug: low-maintenance-front-yard-for-cold-climates. Category: Low Maintenance Front Yard Landscaping. Pin type C. Pin variant C: three-quarter entry-angle view from the walkway or driveway edge, with depth through the USA suburban front yard and a fresh composition distinct from hero and detail views. Required visual element: a clearly visible front yard landscape and USA home exterior matching the article title. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, low garden-bed perspective, tactile mulch and planting detail, polished but realistic yard. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for low-maintenance-front-yard-for-cold-climates-c only, with source_signature manual-batch-06:low-maintenance-front-yard-for-cold-climates-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",5
manual-b06-006-low-maintenance-front-yard-for-hot-climates-c,low-maintenance-front-yard-for-hot-climates,Low Maintenance Front Yard Landscaping,C,C,low-maintenance-front-yard-for-hot-climates-c,manual-batch-06:low-maintenance-front-yard-for-hot-climates-c,Low Maintenance Front Yard Ideas for Hot Climates,a clearly visible front yard landscape and USA home exterior matching the article title,"Create one realistic professional photography image for the exact article title: ""Low Maintenance Front Yard Ideas for Hot Climates"". Article slug: low-maintenance-front-yard-for-hot-climates. Category: Low Maintenance Front Yard Landscaping. Pin type C. Pin variant C: three-quarter entry-angle view from the walkway or driveway edge, with depth through the USA suburban front yard and a fresh composition distinct from hero and detail views. Required visual element: a clearly visible front yard landscape and USA home exterior matching the article title. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, balanced architectural-garden framing, landscaping stronger than the house, clear negative space. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for low-maintenance-front-yard-for-hot-climates-c only, with source_signature manual-batch-06:low-maintenance-front-yard-for-hot-climates-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",6
manual-b06-007-low-maintenance-front-yard-ideas-for-dog-owners-c,low-maintenance-front-yard-ideas-for-dog-owners,Low Maintenance Front Yard Landscaping,C,C,low-maintenance-front-yard-ideas-for-dog-owners-c,manual-batch-06:low-maintenance-front-yard-ideas-for-dog-owners-c,Low Maintenance Front Yard Ideas for Dog Owners,a clearly visible front yard landscape and USA home exterior matching the article title,"Create one realistic professional photography image for the exact article title: ""Low Maintenance Front Yard Ideas for Dog Owners"". Article slug: low-maintenance-front-yard-ideas-for-dog-owners. Category: Low Maintenance Front Yard Landscaping. Pin type C. Pin variant C: three-quarter entry-angle view from the walkway or driveway edge, with depth through the USA suburban front yard and a fresh composition distinct from hero and detail views. Required visual element: a clearly visible front yard landscape and USA home exterior matching the article title. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, natural morning side light, real plant scale, crisp mulch texture, clean editorial depth. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for low-maintenance-front-yard-ideas-for-dog-owners-c only, with source_signature manual-batch-06:low-maintenance-front-yard-ideas-for-dog-owners-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",7
manual-b06-008-low-maintenance-front-yard-ideas-for-hoa-neighborhoods-c,low-maintenance-front-yard-ideas-for-hoa-neighborhoods,Low Maintenance Front Yard Landscaping,C,C,low-maintenance-front-yard-ideas-for-hoa-neighborhoods-c,manual-batch-06:low-maintenance-front-yard-ideas-for-hoa-neighborhoods-c,Low Maintenance Front Yard Ideas for HOA Neighborhoods,a clearly visible front yard landscape and USA home exterior matching the article title,"Create one realistic professional photography image for the exact article title: ""Low Maintenance Front Yard Ideas for HOA Neighborhoods"". Article slug: low-maintenance-front-yard-ideas-for-hoa-neighborhoods. Category: Low Maintenance Front Yard Landscaping. Pin type C. Pin variant C: three-quarter entry-angle view from the walkway or driveway edge, with depth through the USA suburban front yard and a fresh composition distinct from hero and detail views. Required visual element: a clearly visible front yard landscape and USA home exterior matching the article title. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, soft bright overcast daylight, realistic stone and soil texture, practical curb appeal. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for low-maintenance-front-yard-ideas-for-hoa-neighborhoods-c only, with source_signature manual-batch-06:low-maintenance-front-yard-ideas-for-hoa-neighborhoods-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",8
manual-b06-009-low-maintenance-front-yard-ideas-for-seniors-c,low-maintenance-front-yard-ideas-for-seniors,Low Maintenance Front Yard Landscaping,C,C,low-maintenance-front-yard-ideas-for-seniors-c,manual-batch-06:low-maintenance-front-yard-ideas-for-seniors-c,Low Maintenance Front Yard Ideas for Seniors,a clearly visible front yard landscape and USA home exterior matching the article title,"Create one realistic professional photography image for the exact article title: ""Low Maintenance Front Yard Ideas for Seniors"". Article slug: low-maintenance-front-yard-ideas-for-seniors. Category: Low Maintenance Front Yard Landscaping. Pin type C. Pin variant C: three-quarter entry-angle view from the walkway or driveway edge, with depth through the USA suburban front yard and a fresh composition distinct from hero and detail views. Required visual element: a clearly visible front yard landscape and USA home exterior matching the article title. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, street-level DSLR framing, layered shrubs, clean walkway movement, believable suburban setting. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for low-maintenance-front-yard-ideas-for-seniors-c only, with source_signature manual-batch-06:low-maintenance-front-yard-ideas-for-seniors-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",9
manual-b06-010-low-maintenance-front-yard-ideas-with-artificial-turf-c,low-maintenance-front-yard-ideas-with-artificial-turf,Low Maintenance Front Yard Landscaping,C,C,low-maintenance-front-yard-ideas-with-artificial-turf-c,manual-batch-06:low-maintenance-front-yard-ideas-with-artificial-turf-c,Low Maintenance Front Yard Ideas With Artificial Turf,a clearly visible front yard landscape and USA home exterior matching the article title,"Create one realistic professional photography image for the exact article title: ""Low Maintenance Front Yard Ideas With Artificial Turf"". Article slug: low-maintenance-front-yard-ideas-with-artificial-turf. Category: Low Maintenance Front Yard Landscaping. Pin type C. Pin variant C: three-quarter entry-angle view from the walkway or driveway edge, with depth through the USA suburban front yard and a fresh composition distinct from hero and detail views. Required visual element: a clearly visible front yard landscape and USA home exterior matching the article title. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, front-corner composition, strong foreground landscaping, visible facade context, natural color. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for low-maintenance-front-yard-ideas-with-artificial-turf-c only, with source_signature manual-batch-06:low-maintenance-front-yard-ideas-with-artificial-turf-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",10
